2021-07-26 20:37:48,961 [2, 2, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0]:0.7645217391304348,1,1,1,1,1
2021-07-26 20:52:43,230 [3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 1, 1]:0.5809565217391304,1,1,1,1,1
2021-07-26 20:55:08,977 [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 3, 1, 2, 0, 0, 0]:0.9472173913043478,1,1,1,1,1
2021-07-26 20:57:29,572 [0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 3, 0, 3, 1, 1, 0]:0.9851304347826086,0.81,1,1,1,1
2021-07-26 20:59:25,353 [1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 6, 1, 4, 1, 1, 0]:0.6333043478260869,1,1,1,1,1
2021-07-26 21:01:15,180 [2, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 3, 1, 0, 0]:0.5814782608695652,1,1,1,1,1
2021-07-26 21:11:21,783 [3, 0, 0, 1, 0, 0, 0, 0, 1, 2, 5, 1, 2, 0, 1, 1]:0.6284347826086956,1,1,1,1,1
2021-07-26 21:13:00,239 [1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 4, 0, 0, 0]:0.6068695652173912,1,1,1,1,1
2021-07-26 21:14:58,281 [2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 2, 1, 0, 0]:0.5559999999999999,1,1,1,1,1
2021-07-26 21:17:53,464 [2, 2, 0, 0, 0, 0, 1, 1, 0, 2, 6, 0, 4, 1, 1, 0]:0.7243478260869565,1,1,1,1,1
2021-07-26 21:24:52,414 [2, 2, 0, 1, 0, 1, 1, 0, 0, 0, 6, 1, 3, 0, 0, 0]:0.7146086956521739,-1.41,1,1,1,1
2021-07-26 21:26:50,550 [1, 1, 0, 1, 0, 0, 1, 1, 0, 2, 0, 1, 2, 0, 1, 0]:0.7098260869565217,1,1,1,1,1
2021-07-26 21:31:54,149 [2, 3, 0, 1, 1, 0, 0, 0, 0, 0, 3, 1, 2, 1, 1, 0]:0.45034782608695645,1,1,0.06,1,1
2021-07-26 21:41:01,134 [3, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 4, 1, 0, 1]:0.6030434782608696,1,1,1,1,1
2021-07-26 21:42:50,337 [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 0, 0, 0]:0.9990434782608696,1,1,1,1,1
2021-07-26 22:00:01,234 [1, 0, 0, 1, 0, 0, 1, 0, 1, 2, 3, 0, 2, 1, 0, 0]:0.7162608695652174,-1.5,1,1,1,1
2021-07-26 22:01:38,432 [1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 3, 1, 1, 0]:0.6316521739130434,1,1,1,1,1
2021-07-26 22:04:13,658 [0, 2, 0, 1, 0, 0, 1, 0, 1, 0, 3, 0, 4, 0, 1, 0]:0.9231304347826087,1,1,1,1,1
2021-07-26 22:09:32,279 [1, 3, 0, 0, 1, 0, 0, 1, 1, 1, 2, 1, 4, 1, 1, 0]:0.654695652173913,1,1,1,1,1
2021-07-26 22:18:44,249 [3, 3, 0, 1, 1, 1, 1, 1, 0, 1, 2, 1, 3, 0, 0, 1]:0.45643478260869563,-1.54,1,1,1,1
2021-07-26 22:20:37,389 [2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 6, 0, 4, 0, 0, 0]:0.5913043478260869,-1.53,1,1,1,1
2021-07-26 22:22:20,579 [1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 1, 0]:0.6316521739130434,1,1,1,1,1
2021-07-26 22:23:59,595 [2, 0, 0, 0, 0, 1, 0, 1, 0, 2, 1, 0, 3, 0, 1, 0]:0.5802608695652174,1,1,1,1,1
2021-07-26 22:25:53,716 [2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 0]:0.5412173913043479,1,1,1,1,1
2021-07-26 22:35:15,613 [3, 3, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 3, 1, 0, 0]:0.9989565217391304,1,1,1,1,1
2021-07-26 22:38:32,940 [2, 2, 0, 0, 0, 1, 0, 1, 1, 1, 3, 0, 3, 1, 0, 0]:0.7307826086956521,1,1,1,1,1
2021-07-26 22:51:23,333 [1, 3, 0, 0, 1, 0, 1, 1, 0, 0, 6, 0, 2, 0, 0, 0]:0.6077391304347826,1,1,1,1,1
2021-07-26 22:53:49,607 [0, 3, 0, 0, 1, 1, 1, 1, 1, 2, 3, 1, 3, 0, 1, 0]:0.884,1,1,1,1,1
2021-07-26 22:55:27,922 [2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 5, 1, 3, 0, 0, 0]:0.5474782608695652,1,1,1,1,1
2021-07-26 22:57:09,057 [1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 6, 1, 4, 1, 0, 0]:0.6068695652173912,1,1,1,1,1
2021-07-26 23:06:57,918 [3, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 4, 1, 1, 1]:0.36017391304347823,-1.48,1,1,1,1
2021-07-26 23:09:46,113 [0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 6, 1, 2, 1, 0, 0]:0.9440869565217391,1,1,1,1,1
2021-07-26 23:12:56,271 [0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 4, 0, 2, 1, 0, 0]:0.9630434782608696,1,1,1,1,1
2021-07-26 23:15:29,518 [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 2, 0, 1, 0]:0.6943478260869564,1,1,1,1,1
2021-07-26 23:27:40,806 [0, 3, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 4, 1, 1, 0]:0.884,-1.49,1,1,1,1
2021-07-26 23:39:20,889 [3, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 3, 1, 1, 1]:0.9210434782608695,1,1,1,0.3368724131725751,1
2021-07-26 23:41:56,078 [0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 4, 1, 2, 0, 1, 0]:0.9466086956521739,1,1,1,1,1
2021-07-26 23:43:32,036 [2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 5, 0, 4, 1, 0, 0]:0.5745217391304347,1,1,1,1,1
2021-07-26 23:45:24,199 [2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 6, 0, 2, 0, 1, 0]:0.5973913043478261,1,1,1,1,1
